var,val
q0.975_sex_predictor_male_200_v_mu_trans_rr,0.23
q0.5_sex_predictor_male_max_v_mu_trans_rr_percent,101\\%
q0.5_sex_predictor_male_1000_v_mu_trans_rr_percent,30\\%
q0.5_sex_predictor_male_200_v_mu_trans_rr_percent,7\\%
q0.025_sex_predictor_male_extra_trans_rate_per_100_year,0.59
q0.25_sex_predictor_male_extra_trans_rate_per_100_year,0.9
q0.5_sex_predictor_male_extra_trans_rate_per_100_year,1.1
q0.75_sex_predictor_male_extra_trans_rate_per_100_year,1.3
q0.975_sex_predictor_male_extra_trans_rate_per_100_year,1.8
q0.5_sex_predictor_male_intra_extra_rr_parity,206
q50_estC_mu0,"12,604"
q0.025_estC_mu_trans_rate_per_100_year,10.6
q0.025_estC_max_trans_rate_per_100_year,11.1
q0.025_estC_1000_trans_rate_per_100_year,1.4
q0.025_estC_200_trans_rate_per_100_year,0.29
q0.25_estC_mu_trans_rate_per_100_year,12.7
q0.25_estC_max_trans_rate_per_100_year,13.8
q0.25_estC_1000_trans_rate_per_100_year,2.3
q0.25_estC_200_trans_rate_per_100_year,0.48
q0.5_estC_mu_trans_rate_per_100_year,13.8
q0.5_estC_max_trans_rate_per_100_year,15.3
q0.5_estC_1000_trans_rate_per_100_year,3.0
q0.5_estC_200_trans_rate_per_100_year,0.65
q0.75_estC_mu_trans_rate_per_100_year,14.9
q0.75_estC_max_trans_rate_per_100_year,17.2
q0.75_estC_1000_trans_rate_per_100_year,4.0
q0.75_estC_200_trans_rate_per_100_year,0.9
q0.975_estC_mu_trans_rate_per_100_year,17.2
q0.975_estC_max_trans_rate_per_100_year,21.4
q0.975_estC_1000_trans_rate_per_100_year,7.6
q0.975_estC_200_trans_rate_per_100_year,2.1
q0.025_estC_max_v_mu_trans_rr,1.0
q0.025_estC_1000_v_mu_trans_rr,0.12
q0.025_estC_200_v_mu_trans_rr,0.02
q0.25_estC_max_v_mu_trans_rr,1.0
q0.25_estC_1000_v_mu_trans_rr,0.16
q0.25_estC_200_v_mu_trans_rr,0.03
q0.5_estC_max_v_mu_trans_rr,1.1
q0.5_estC_1000_v_mu_trans_rr,0.21
q0.5_estC_200_v_mu_trans_rr,0.04
q0.75_estC_max_v_mu_trans_rr,1.2
q0.75_estC_1000_v_mu_trans_rr,0.28
q0.75_estC_200_v_mu_trans_rr,0.06
q0.975_estC_max_v_mu_trans_rr,1.6
q0.975_estC_1000_v_mu_trans_rr,0.61
q0.975_estC_200_v_mu_trans_rr,0.17
q0.5_estC_max_v_mu_trans_rr_percent,107\\%
q0.5_estC_1000_v_mu_trans_rr_percent,21\\%
q0.5_estC_200_v_mu_trans_rr_percent,4\\%
q0.025_estC_extra_trans_rate_per_100_year,0.57
q0.25_estC_extra_trans_rate_per_100_year,0.89
q0.5_estC_extra_trans_rate_per_100_year,1.1
q0.75_estC_extra_trans_rate_per_100_year,1.3
q0.975_estC_extra_trans_rate_per_100_year,1.8
q0.5_estC_intra_extra_rr_parity,335
q50_artificially_constrained_mu0,"12,605"
q0.025_artificially_constrained_mu_trans_rate_per_100_year,9.6
q0.025_artificially_constrained_max_trans_rate_per_100_year,11.1
q0.025_artificially_constrained_1000_trans_rate_per_100_year,1.1
q0.025_artificially_constrained_200_trans_rate_per_100_year,0.22
q0.25_artificially_constrained_mu_trans_rate_per_100_year,11.8
q0.25_artificially_constrained_max_trans_rate_per_100_year,13.8
q0.25_artificially_constrained_1000_trans_rate_per_100_year,1.8
q0.25_artificially_constrained_200_trans_rate_per_100_year,0.37
q0.5_artificially_constrained_mu_trans_rate_per_100_year,13.0
q0.5_artificially_constrained_max_trans_rate_per_100_year,15.5
q0.5_artificially_constrained_1000_trans_rate_per_100_year,2.3
q0.5_artificially_constrained_200_trans_rate_per_100_year,0.5
q0.75_artificially_constrained_mu_trans_rate_per_100_year,14.1
q0.75_artificially_constrained_max_trans_rate_per_100_year,17.5
q0.75_artificially_constrained_1000_trans_rate_per_100_year,3.0
q0.75_artificially_constrained_200_trans_rate_per_100_year,0.67
q0.975_artificially_constrained_mu_trans_rate_per_100_year,16.3
q0.975_artificially_constrained_max_trans_rate_per_100_year,22.2
q0.975_artificially_constrained_1000_trans_rate_per_100_year,5.5
q0.975_artificially_constrained_200_trans_rate_per_100_year,1.4
q0.025_artificially_constrained_max_v_mu_trans_rr,1.0
q0.025_artificially_constrained_1000_v_mu_trans_rr,0.11
q0.025_artificially_constrained_200_v_mu_trans_rr,0.02
q0.25_artificially_constrained_max_v_mu_trans_rr,1.1
q0.25_artificially_constrained_1000_v_mu_trans_rr,0.14
q0.25_artificially_constrained_200_v_mu_trans_rr,0.03
q0.5_artificially_constrained_max_v_mu_trans_rr,1.2
q0.5_artificially_constrained_1000_v_mu_trans_rr,0.17
q0.5_artificially_constrained_200_v_mu_trans_rr,0.04
q0.75_artificially_constrained_max_v_mu_trans_rr,1.3
q0.75_artificially_constrained_1000_v_mu_trans_rr,0.22
q0.75_artificially_constrained_200_v_mu_trans_rr,0.05
q0.975_artificially_constrained_max_v_mu_trans_rr,2.0
q0.975_artificially_constrained_1000_v_mu_trans_rr,0.45
q0.975_artificially_constrained_200_v_mu_trans_rr,0.11
q0.5_artificially_constrained_max_v_mu_trans_rr_percent,115\\%
q0.5_artificially_constrained_1000_v_mu_trans_rr_percent,17\\%
q0.5_artificially_constrained_200_v_mu_trans_rr_percent,4\\%
q0.025_artificially_constrained_extra_trans_rate_per_100_year,0.81
q0.25_artificially_constrained_extra_trans_rate_per_100_year,1.2
q0.5_artificially_constrained_extra_trans_rate_per_100_year,1.4
q0.75_artificially_constrained_extra_trans_rate_per_100_year,1.7
q0.975_artificially_constrained_extra_trans_rate_per_100_year,2.2
q0.5_artificially_constrained_intra_extra_rr_parity,580
q50_no_genetic_constraints_mu0,"12,607"
q0.025_no_genetic_constraints_mu_trans_rate_per_100_year,10.9
q0.025_no_genetic_constraints_max_trans_rate_per_100_year,11.1
q0.025_no_genetic_constraints_1000_trans_rate_per_100_year,1.8
q0.025_no_genetic_constraints_200_trans_rate_per_100_year,0.36
q0.25_no_genetic_constraints_mu_trans_rate_per_100_year,13.1
q0.25_no_genetic_constraints_max_trans_rate_per_100_year,13.4
q0.25_no_genetic_constraints_1000_trans_rate_per_100_year,3.3
q0.25_no_genetic_constraints_200_trans_rate_per_100_year,0.73
q0.5_no_genetic_constraints_mu_trans_rate_per_100_year,14.3
q0.5_no_genetic_constraints_max_trans_rate_per_100_year,14.8
q0.5_no_genetic_constraints_1000_trans_rate_per_100_year,4.9
q0.5_no_genetic_constraints_200_trans_rate_per_100_year,1.1
q0.75_no_genetic_constraints_mu_trans_rate_per_100_year,15.5
q0.75_no_genetic_constraints_max_trans_rate_per_100_year,16.6
q0.75_no_genetic_constraints_1000_trans_rate_per_100_year,7.5
q0.75_no_genetic_constraints_200_trans_rate_per_100_year,2.0
q0.975_no_genetic_constraints_mu_trans_rate_per_100_year,17.9
q0.975_no_genetic_constraints_max_trans_rate_per_100_year,20.4
q0.975_no_genetic_constraints_1000_trans_rate_per_100_year,11.8
q0.975_no_genetic_constraints_200_trans_rate_per_100_year,5.0
q0.025_no_genetic_constraints_max_v_mu_trans_rr,1.0
q0.025_no_genetic_constraints_1000_v_mu_trans_rr,0.13
q0.025_no_genetic_constraints_200_v_mu_trans_rr,0.03
q0.25_no_genetic_constraints_max_v_mu_trans_rr,1.0
q0.25_no_genetic_constraints_1000_v_mu_trans_rr,0.22
q0.25_no_genetic_constraints_200_v_mu_trans_rr,0.05
q0.5_no_genetic_constraints_max_v_mu_trans_rr,1.0
q0.5_no_genetic_constraints_1000_v_mu_trans_rr,0.33
q0.5_no_genetic_constraints_200_v_mu_trans_rr,0.08
q0.75_no_genetic_constraints_max_v_mu_trans_rr,1.1
q0.75_no_genetic_constraints_1000_v_mu_trans_rr,0.55
q0.75_no_genetic_constraints_200_v_mu_trans_rr,0.15
q0.975_no_genetic_constraints_max_v_mu_trans_rr,1.4
q0.975_no_genetic_constraints_1000_v_mu_trans_rr,0.92
q0.975_no_genetic_constraints_200_v_mu_trans_rr,0.4
q0.5_no_genetic_constraints_max_v_mu_trans_rr_percent,101\\%
q0.5_no_genetic_constraints_1000_v_mu_trans_rr_percent,33\\%
q0.5_no_genetic_constraints_200_v_mu_trans_rr_percent,8\\%
q0.025_no_genetic_constraints_extra_trans_rate_per_100_year,0.03
q0.25_no_genetic_constraints_extra_trans_rate_per_100_year,0.26
q0.5_no_genetic_constraints_extra_trans_rate_per_100_year,0.51
q0.75_no_genetic_constraints_extra_trans_rate_per_100_year,0.79
q0.975_no_genetic_constraints_extra_trans_rate_per_100_year,1.5
q0.5_no_genetic_constraints_intra_extra_rr_parity,80
q50_low_art_tn_assumption_mu0,"12,604"
q0.025_low_art_tn_assumption_mu_trans_rate_per_100_year,10.2
q0.025_low_art_tn_assumption_max_trans_rate_per_100_year,10.4
q0.025_low_art_tn_assumption_1000_trans_rate_per_100_year,1.5
q0.025_low_art_tn_assumption_200_trans_rate_per_100_year,0.3
q0.25_low_art_tn_assumption_mu_trans_rate_per_100_year,12.4
q0.25_low_art_tn_assumption_max_trans_rate_per_100_year,13.1
q0.25_low_art_tn_assumption_1000_trans_rate_per_100_year,2.4
q0.25_low_art_tn_assumption_200_trans_rate_per_100_year,0.52
q0.5_low_art_tn_assumption_mu_trans_rate_per_100_year,13.6
q0.5_low_art_tn_assumption_max_trans_rate_per_100_year,14.9
q0.5_low_art_tn_assumption_1000_trans_rate_per_100_year,3.3
q0.5_low_art_tn_assumption_200_trans_rate_per_100_year,0.73
q0.75_low_art_tn_assumption_mu_trans_rate_per_100_year,14.8
q0.75_low_art_tn_assumption_max_trans_rate_per_100_year,16.8
q0.75_low_art_tn_assumption_1000_trans_rate_per_100_year,4.7
q0.75_low_art_tn_assumption_200_trans_rate_per_100_year,1.1
q0.975_low_art_tn_assumption_mu_trans_rate_per_100_year,17.0
q0.975_low_art_tn_assumption_max_trans_rate_per_100_year,20.9
q0.975_low_art_tn_assumption_1000_trans_rate_per_100_year,10.9
q0.975_low_art_tn_assumption_200_trans_rate_per_100_year,6.6
q0.025_low_art_tn_assumption_max_v_mu_trans_rr,1.0
q0.025_low_art_tn_assumption_1000_v_mu_trans_rr,0.12
q0.025_low_art_tn_assumption_200_v_mu_trans_rr,0.03
q0.25_low_art_tn_assumption_max_v_mu_trans_rr,1.0
q0.25_low_art_tn_assumption_1000_v_mu_trans_rr,0.17
q0.25_low_art_tn_assumption_200_v_mu_trans_rr,0.04
q0.5_low_art_tn_assumption_max_v_mu_trans_rr,1.0
q0.5_low_art_tn_assumption_1000_v_mu_trans_rr,0.23
q0.5_low_art_tn_assumption_200_v_mu_trans_rr,0.05
q0.75_low_art_tn_assumption_max_v_mu_trans_rr,1.2
q0.75_low_art_tn_assumption_1000_v_mu_trans_rr,0.35
q0.75_low_art_tn_assumption_200_v_mu_trans_rr,0.08
q0.975_low_art_tn_assumption_max_v_mu_trans_rr,1.6
q0.975_low_art_tn_assumption_1000_v_mu_trans_rr,0.99
q0.975_low_art_tn_assumption_200_v_mu_trans_rr,0.59
q0.5_low_art_tn_assumption_max_v_mu_trans_rr_percent,105\\%
q0.5_low_art_tn_assumption_1000_v_mu_trans_rr_percent,23\\%
q0.5_low_art_tn_assumption_200_v_mu_trans_rr_percent,5\\%
q0.025_low_art_tn_assumption_extra_trans_rate_per_100_year,0.57
q0.25_low_art_tn_assumption_extra_trans_rate_per_100_year,0.88
q0.5_low_art_tn_assumption_extra_trans_rate_per_100_year,1.1
q0.75_low_art_tn_assumption_extra_trans_rate_per_100_year,1.3
q0.975_low_art_tn_assumption_extra_trans_rate_per_100_year,1.8
q0.5_low_art_tn_assumption_intra_extra_rr_parity,285
q50_high_art_tn_assumption_mu0,"12,602"
q0.025_high_art_tn_assumption_mu_trans_rate_per_100_year,10.6
q0.025_high_art_tn_assumption_max_trans_rate_per_100_year,11.3
q0.025_high_art_tn_assumption_1000_trans_rate_per_100_year,1.4
q0.025_high_art_tn_assumption_200_trans_rate_per_100_year,0.28
q0.25_high_art_tn_assumption_mu_trans_rate_per_100_year,12.6
q0.25_high_art_tn_assumption_max_trans_rate_per_100_year,13.9
q0.25_high_art_tn_assumption_1000_trans_rate_per_100_year,2.2
q0.25_high_art_tn_assumption_200_trans_rate_per_100_year,0.46
q0.5_high_art_tn_assumption_mu_trans_rate_per_100_year,13.7
q0.5_high_art_tn_assumption_max_trans_rate_per_100_year,15.5
q0.5_high_art_tn_assumption_1000_trans_rate_per_100_year,2.8
q0.5_high_art_tn_assumption_200_trans_rate_per_100_year,0.61
q0.75_high_art_tn_assumption_mu_trans_rate_per_100_year,14.9
q0.75_high_art_tn_assumption_max_trans_rate_per_100_year,17.4
q0.75_high_art_tn_assumption_1000_trans_rate_per_100_year,3.7
q0.75_high_art_tn_assumption_200_trans_rate_per_100_year,0.83
q0.975_high_art_tn_assumption_mu_trans_rate_per_100_year,17.0
q0.975_high_art_tn_assumption_max_trans_rate_per_100_year,21.7
q0.975_high_art_tn_assumption_1000_trans_rate_per_100_year,6.4
q0.975_high_art_tn_assumption_200_trans_rate_per_100_year,1.6
q0.025_high_art_tn_assumption_max_v_mu_trans_rr,1.0
q0.025_high_art_tn_assumption_1000_v_mu_trans_rr,0.12
q0.025_high_art_tn_assumption_200_v_mu_trans_rr,0.02
q0.25_high_art_tn_assumption_max_v_mu_trans_rr,1.0
q0.25_high_art_tn_assumption_1000_v_mu_trans_rr,0.16
q0.25_high_art_tn_assumption_200_v_mu_trans_rr,0.03
q0.5_high_art_tn_assumption_max_v_mu_trans_rr,1.1
q0.5_high_art_tn_assumption_1000_v_mu_trans_rr,0.2
q0.5_high_art_tn_assumption_200_v_mu_trans_rr,0.04
q0.75_high_art_tn_assumption_max_v_mu_trans_rr,1.2
q0.75_high_art_tn_assumption_1000_v_mu_trans_rr,0.26
q0.75_high_art_tn_assumption_200_v_mu_trans_rr,0.06
q0.975_high_art_tn_assumption_max_v_mu_trans_rr,1.7
q0.975_high_art_tn_assumption_1000_v_mu_trans_rr,0.51
q0.975_high_art_tn_assumption_200_v_mu_trans_rr,0.13
q0.5_high_art_tn_assumption_max_v_mu_trans_rr_percent,109\\%
q0.5_high_art_tn_assumption_1000_v_mu_trans_rr_percent,20\\%
q0.5_high_art_tn_assumption_200_v_mu_trans_rr_percent,4\\%
q0.025_high_art_tn_assumption_extra_trans_rate_per_100_year,0.57
q0.25_high_art_tn_assumption_extra_trans_rate_per_100_year,0.89
q0.5_high_art_tn_assumption_extra_trans_rate_per_100_year,1.1
q0.75_high_art_tn_assumption_extra_trans_rate_per_100_year,1.3
q0.975_high_art_tn_assumption_extra_trans_rate_per_100_year,1.9
q0.5_high_art_tn_assumption_intra_extra_rr_parity,357
q50_no_saturation_mu0,"12,600"
q0.025_no_saturation_mu_trans_rate_per_100_year,0.84
q0.025_no_saturation_max_trans_rate_per_100_year,648.2
q0.025_no_saturation_1000_trans_rate_per_100_year,0.07
q0.025_no_saturation_200_trans_rate_per_100_year,0.01
q0.25_no_saturation_mu_trans_rate_per_100_year,1.0
q0.25_no_saturation_max_trans_rate_per_100_year,791.1
q0.25_no_saturation_1000_trans_rate_per_100_year,0.08
q0.25_no_saturation_200_trans_rate_per_100_year,0.02
q0.5_no_saturation_mu_trans_rate_per_100_year,1.1
q0.5_no_saturation_max_trans_rate_per_100_year,869.6
q0.5_no_saturation_1000_trans_rate_per_100_year,0.09
q0.5_no_saturation_200_trans_rate_per_100_year,0.02
q0.75_no_saturation_mu_trans_rate_per_100_year,1.3
q0.75_no_saturation_max_trans_rate_per_100_year,950.4
q0.75_no_saturation_1000_trans_rate_per_100_year,0.1
q0.75_no_saturation_200_trans_rate_per_100_year,0.02
q0.975_no_saturation_mu_trans_rate_per_100_year,1.5
q0.975_no_saturation_max_trans_rate_per_100_year,1122.8
q0.975_no_saturation_1000_trans_rate_per_100_year,0.12
q0.975_no_saturation_200_trans_rate_per_100_year,0.02
q0.025_no_saturation_max_v_mu_trans_rr,751.7
q0.025_no_saturation_1000_v_mu_trans_rr,0.08
q0.025_no_saturation_200_v_mu_trans_rr,0.02
q0.25_no_saturation_max_v_mu_trans_rr,758.3
q0.25_no_saturation_1000_v_mu_trans_rr,0.08
q0.25_no_saturation_200_v_mu_trans_rr,0.02
q0.5_no_saturation_max_v_mu_trans_rr,761.3
q0.5_no_saturation_1000_v_mu_trans_rr,0.08
q0.5_no_saturation_200_v_mu_trans_rr,0.02
q0.75_no_saturation_max_v_mu_trans_rr,764.3
q0.75_no_saturation_1000_v_mu_trans_rr,0.08
q0.75_no_saturation_200_v_mu_trans_rr,0.02
q0.975_no_saturation_max_v_mu_trans_rr,769.6
q0.975_no_saturation_1000_v_mu_trans_rr,0.08
q0.975_no_saturation_200_v_mu_trans_rr,0.02
q0.5_no_saturation_max_v_mu_trans_rr_percent,76132\\%
q0.5_no_saturation_1000_v_mu_trans_rr_percent,8\\%
q0.5_no_saturation_200_v_mu_trans_rr_percent,2\\%
q0.025_no_saturation_extra_trans_rate_per_100_year,2.3
q0.25_no_saturation_extra_trans_rate_per_100_year,2.8
q0.5_no_saturation_extra_trans_rate_per_100_year,3.2
q0.75_no_saturation_extra_trans_rate_per_100_year,3.5
q0.975_no_saturation_extra_trans_rate_per_100_year,4.3
q0.5_no_saturation_intra_extra_rr_parity,35082
q50_pre-treatment_mu0,"12,593"
q0.025_pre-treatment_mu_trans_rate_per_100_year,10.6
q0.025_pre-treatment_max_trans_rate_per_100_year,10.7
q0.025_pre-treatment_1000_trans_rate_per_100_year,1.7
q0.025_pre-treatment_200_trans_rate_per_100_year,0.35
q0.25_pre-treatment_mu_trans_rate_per_100_year,13.0
q0.25_pre-treatment_max_trans_rate_per_100_year,13.5
q0.25_pre-treatment_1000_trans_rate_per_100_year,2.8
q0.25_pre-treatment_200_trans_rate_per_100_year,0.61
q0.5_pre-treatment_mu_trans_rate_per_100_year,14.3
q0.5_pre-treatment_max_trans_rate_per_100_year,15.3
q0.5_pre-treatment_1000_trans_rate_per_100_year,3.7
q0.5_pre-treatment_200_trans_rate_per_100_year,0.84
q0.75_pre-treatment_mu_trans_rate_per_100_year,15.5
q0.75_pre-treatment_max_trans_rate_per_100_year,17.0
q0.75_pre-treatment_1000_trans_rate_per_100_year,5.7
q0.75_pre-treatment_200_trans_rate_per_100_year,1.4
q0.975_pre-treatment_mu_trans_rate_per_100_year,17.9
q0.975_pre-treatment_max_trans_rate_per_100_year,21.2
q0.975_pre-treatment_1000_trans_rate_per_100_year,12.1
q0.975_pre-treatment_200_trans_rate_per_100_year,9.3
q0.025_pre-treatment_max_v_mu_trans_rr,1.0
q0.025_pre-treatment_1000_v_mu_trans_rr,0.13
q0.025_pre-treatment_200_v_mu_trans_rr,0.03
q0.25_pre-treatment_max_v_mu_trans_rr,1.0
q0.25_pre-treatment_1000_v_mu_trans_rr,0.19
q0.25_pre-treatment_200_v_mu_trans_rr,0.04
q0.5_pre-treatment_max_v_mu_trans_rr,1.0
q0.5_pre-treatment_1000_v_mu_trans_rr,0.25
q0.5_pre-treatment_200_v_mu_trans_rr,0.06
q0.75_pre-treatment_max_v_mu_trans_rr,1.1
q0.75_pre-treatment_1000_v_mu_trans_rr,0.4
q0.75_pre-treatment_200_v_mu_trans_rr,0.1
q0.975_pre-treatment_max_v_mu_trans_rr,1.5
q0.975_pre-treatment_1000_v_mu_trans_rr,1.0
q0.975_pre-treatment_200_v_mu_trans_rr,0.79
q0.5_pre-treatment_max_v_mu_trans_rr_percent,103\\%
q0.5_pre-treatment_1000_v_mu_trans_rr_percent,25\\%
q0.5_pre-treatment_200_v_mu_trans_rr_percent,6\\%
q0.025_pre-treatment_extra_trans_rate_per_100_year,0.52
q0.25_pre-treatment_extra_trans_rate_per_100_year,0.84
q0.5_pre-treatment_extra_trans_rate_per_100_year,1.0
q0.75_pre-treatment_extra_trans_rate_per_100_year,1.3
q0.975_pre-treatment_extra_trans_rate_per_100_year,1.8
q0.5_pre-treatment_intra_extra_rr_parity,242
q50_sigmoid_mu0,"12,592"
q0.025_sigmoid_mu_trans_rate_per_100_year,8.4
q0.025_sigmoid_max_trans_rate_per_100_year,13.5
q0.025_sigmoid_1000_trans_rate_per_100_year,1.8
q0.025_sigmoid_200_trans_rate_per_100_year,0.31
q0.25_sigmoid_mu_trans_rate_per_100_year,10.2
q0.25_sigmoid_max_trans_rate_per_100_year,18.6
q0.25_sigmoid_1000_trans_rate_per_100_year,2.9
q0.25_sigmoid_200_trans_rate_per_100_year,0.89
q0.5_sigmoid_mu_trans_rate_per_100_year,11.4
q0.5_sigmoid_max_trans_rate_per_100_year,22.4
q0.5_sigmoid_1000_trans_rate_per_100_year,3.5
q0.5_sigmoid_200_trans_rate_per_100_year,1.3
q0.75_sigmoid_mu_trans_rate_per_100_year,12.6
q0.75_sigmoid_max_trans_rate_per_100_year,28.1
q0.75_sigmoid_1000_trans_rate_per_100_year,4.2
q0.75_sigmoid_200_trans_rate_per_100_year,1.7
q0.975_sigmoid_mu_trans_rate_per_100_year,15.1
q0.975_sigmoid_max_trans_rate_per_100_year,43.9
q0.975_sigmoid_1000_trans_rate_per_100_year,5.9
q0.975_sigmoid_200_trans_rate_per_100_year,2.7
q0.025_sigmoid_max_v_mu_trans_rr,1.1
q0.025_sigmoid_1000_v_mu_trans_rr,0.15
q0.025_sigmoid_200_v_mu_trans_rr,0.02
q0.25_sigmoid_max_v_mu_trans_rr,1.5
q0.25_sigmoid_1000_v_mu_trans_rr,0.26
q0.25_sigmoid_200_v_mu_trans_rr,0.08
q0.5_sigmoid_max_v_mu_trans_rr,1.9
q0.5_sigmoid_1000_v_mu_trans_rr,0.31
q0.5_sigmoid_200_v_mu_trans_rr,0.12
q0.75_sigmoid_max_v_mu_trans_rr,2.7
q0.75_sigmoid_1000_v_mu_trans_rr,0.37
q0.75_sigmoid_200_v_mu_trans_rr,0.16
q0.975_sigmoid_max_v_mu_trans_rr,4.6
q0.975_sigmoid_1000_v_mu_trans_rr,0.49
q0.975_sigmoid_200_v_mu_trans_rr,0.25
q0.5_sigmoid_max_v_mu_trans_rr_percent,194\\%
q0.5_sigmoid_1000_v_mu_trans_rr_percent,31\\%
q0.5_sigmoid_200_v_mu_trans_rr_percent,12\\%
q0.025_sigmoid_extra_trans_rate_per_100_year,0.55
q0.25_sigmoid_extra_trans_rate_per_100_year,0.86
q0.5_sigmoid_extra_trans_rate_per_100_year,1.1
q0.75_sigmoid_extra_trans_rate_per_100_year,1.3
q0.975_sigmoid_extra_trans_rate_per_100_year,1.8
q0.5_sigmoid_intra_extra_rr_parity,149
fit_vl_param_table,"\\begin{tabular}{lC{1cm}C{1cm}C{1cm}C{1cm}C{1cm}C{1cm}C{1cm}C{1cm}C{1cm}}
\\toprule
&\\multicolumn{9}{c}{\\textbf{Parameter (95\\% HPD)}}\\\\
\\cline{2-10}
\\textbf{Model}&\\textbf{$\\pi$}&\\textbf{$\\gamma$}&\\textbf{$\\mu_0$}&\\textbf{$\\Omega_\\mu$}&\\textbf{$\\sigma_0$}&\\textbf{$\\Omega_\\sigma$}&\\textbf{$\\theta$}&\\textbf{$\\mu_\\text{ART}$}&\\textbf{$\\sigma_\\text{ART}$}\\\\
\\midrule
1. Main analysis&0.06 (0.05, 0.07)&0.12 (0.11, 0.13)&4.1 (4.08, 4.12)&0.7 (0.68, 0.73)&0.49 (0.47, 0.51)&0.41 (0.35, 0.46)&0.94 (0.88, 0.98)&2.62 (1.89, 4.0)&0.36 (0.06, 1.57)\\\\
2. Sex predictor Mean&0.06 (0.05, 0.07)&0.12 (0.11, 0.13)&4.1 (4.08, 4.12)&0.7 (0.68, 0.73)&0.49 (0.47, 0.51)&0.41 (0.35, 0.47)&0.94 (0.88, 0.98)&2.62 (1.85, 4.11)&0.35 (0.05, 1.61)\\\\
3. Estimated c&0.06 (0.05, 0.07)&0.12 (0.11, 0.13)&4.1 (4.08, 4.12)&0.7 (0.68, 0.73)&0.49 (0.47, 0.51)&0.41 (0.35, 0.46)&0.94 (0.88, 0.98)&2.61 (1.83, 3.88)&0.37 (0.06, 1.56)\\\\
4. Artificially constrained&0.06 (0.05, 0.07)&0.12 (0.11, 0.13)&4.1 (4.08, 4.12)&0.7 (0.68, 0.73)&0.49 (0.47, 0.51)&0.41 (0.35, 0.46)&0.94 (0.88, 0.98)&2.61 (1.85, 4.03)&0.36 (0.05, 1.59)\\\\
5. No genetic constraints&0.06 (0.05, 0.07)&0.12 (0.11, 0.13)&4.1 (4.08, 4.13)&0.7 (0.68, 0.73)&0.49 (0.47, 0.51)&0.41 (0.35, 0.46)&0.94 (0.88, 0.98)&2.62 (1.9, 4.07)&0.36 (0.03, 1.57)\\\\
6. Low ART-TN assumption&0.06 (0.05, 0.07)&0.12 (0.11, 0.13)&4.1 (4.08, 4.12)&0.7 (0.68, 0.73)&0.49 (0.47, 0.51)&0.41 (0.35, 0.46)&0.94 (0.88, 0.98)&2.62 (1.93, 4.24)&0.35 (0.06, 1.6)\\\\
7. High ART-TN assumption&0.06 (0.05, 0.07)&0.12 (0.11, 0.13)&4.1 (4.08, 4.12)&0.7 (0.68, 0.73)&0.49 (0.47, 0.51)&0.41 (0.36, 0.46)&0.94 (0.88, 0.98)&2.61 (1.84, 4.07)&0.37 (0.06, 1.6)\\\\
8. No saturation&0.06 (0.05, 0.07)&0.12 (0.11, 0.13)&4.1 (4.08, 4.12)&0.7 (0.68, 0.73)&0.49 (0.47, 0.51)&0.41 (0.36, 0.47)&0.94 (0.88, 0.98)&2.62 (1.9, 3.88)&0.35 (0.04, 1.58)\\\\
9. Pre-treatment participants only&0.06 (0.05, 0.07)&0.12 (0.11, 0.13)&4.1 (4.08, 4.12)&0.7 (0.68, 0.73)&0.49 (0.47, 0.51)&0.41 (0.35, 0.48)&0.94 (0.88, 0.98)&2.62 (1.89, 4.09)&0.35 (5.0$\\times10^{-3}$, 1.53)\\\\
10. Sigmoidal transmission&0.06 (0.05, 0.07)&0.12 (0.11, 0.13)&4.1 (4.08, 4.12)&0.7 (0.68, 0.73)&0.49 (0.47, 0.51)&0.41 (0.35, 0.47)&0.94 (0.88, 0.98)&2.62 (1.9, 4.02)&0.34 (0.02, 1.6)\\\\
\\bottomrule
\\end{tabular}"
