prob_fn	mu_0	omega_mu	sigma_0	omega_sigma	prob_tx	prob_bd_given_prev_tx	mu_tx	sigma_tx	est_param1	est_param2	est_param3	use_param1	use_param2	use_param3	beta_extra	beta_tx	trans_form
0.064432437	4.0773079	0.701913	0.49368649	0.40104534	0.1229061	0.89329626	2.6026848	0.14087187	0.41876437	-18.534745	-1.0216073	1.0	8.9220095e-09	1.0	0.036271477	0.015335388	ve
0.060329218	4.0747031	0.69892245	0.49194595	0.36474864	0.11715807	0.9720935	2.5550209	0.29056618	-1.2092405	-18.65905	1.6201006	1.0	7.8791153e-09	1.0	0.027140358	0.0012334701	ve
0.066094902	4.0745842	0.70245852	0.48796058	0.36341781	0.11029389	0.93569342	2.6619546	0.35571854	1.2806993	-18.728835	0.9853138	1.0	7.3480198e-09	1.0	0.034895024	0.0017634388	ve
0.066316671	4.0834768	0.69883069	0.49503589	0.37561907	0.11655586	0.93927893	2.5184694	0.14901696	-8.8729635	-18.556901	-0.15081539	1.0	8.7265036e-09	1.0	0.038984674	0.027764032	ve
0.063092139	4.091597	0.7033903	0.49711177	0.37944794	0.11917091	0.92305515	2.8852619	0.40563362	5.5046026	-18.67029	-0.65747536	1.0	7.7910484e-09	1.0	0.029929502	0.00065228408	ve
0.06084746	4.0828717	0.7102325	0.49337918	0.38846251	0.11698749	0.93648317	2.7205597	0.61152098	-2.5351158	-18.493203	1.4586535	1.0	9.300447e-09	1.0	0.031275271	0.0017967645	ve
0.050627151	4.0821467	0.70747112	0.49408036	0.40855469	0.12222362	0.92513089	2.5407588	0.25641544	0.75389134	-18.490345	1.2517433	1.0	9.3270684e-09	1.0	0.031454147	0.0047248343	ve
0.053134247	4.0928078	0.70772758	0.4962541	0.39437905	0.12411679	0.92365651	2.8264589	0.30578877	5.380381	-18.408625	0.36246653	1.0	1.0121283e-08	1.0	0.037993563	0.012623447	ve
0.059354918	4.1064946	0.70459839	0.49664133	0.39538863	0.12667061	0.95288668	2.0838964	0.83825692	-2.5589222	-18.630888	0.41552835	1.0	8.1041601e-09	1.0	0.02297211	0.0056495436	ve
0.065028141	4.1030291	0.70460285	0.48212585	0.40539975	0.1139297	0.89815996	2.2676402	0.54909347	-0.443476	-18.348415	0.66264933	1.0	1.0749405e-08	1.0	0.022780634	0.0064191506	ve
0.065503596	4.0913333	0.69335998	0.48450482	0.40013438	0.11974402	0.96594902	2.8066245	0.93612836	1.7673814	-18.65983	0.2710756	1.0	7.8729724e-09	1.0	0.031851274	0.008019745	ve
0.056809355	4.0883115	0.69781153	0.49447281	0.41354869	0.11737153	0.95105995	2.6338112	0.53324915	1.6346638	-18.549907	-1.0166178	1.0	8.7877537e-09	1.0	0.029071529	0.0085094317	ve
0.057366446	4.0960579	0.71053452	0.49284196	0.41697965	0.11783345	0.95696313	2.8664541	0.40147168	1.0554244	-18.611086	-0.85618358	1.0	8.2662391e-09	1.0	0.028603202	0.0061066655	ve
0.062199211	4.1004656	0.68856513	0.48582624	0.42486775	0.12127993	0.93060609	2.6583627	0.51165609	2.9317918	-18.767881	-0.52162604	1.0	7.0666398e-09	1.0	0.029148439	0.011700036	ve
0.059516368	4.0898607	0.70114907	0.49219129	0.41180857	0.12241935	0.93510816	2.792557	0.75886072	-3.6198213	-18.441241	-0.74980389	1.0	9.7964995e-09	1.0	0.029314551	0.0012127355	ve
