alpha	alpha_i_sd	beta[1]	beta[2]	beta[3]	beta[4]	beta[5]	beta[6]	beta[7]	beta[8]	beta[9]	beta[10]	beta[11]	beta[12]	beta[13]	beta[14]	beta[15]	beta[16]	beta[17]	beta[18]	beta[19]	beta[20]	beta[21]	beta[22]	beta[23]	beta[24]	beta[25]	beta[26]	beta[27]	beta[28]	beta[29]	beta[30]	beta[31]	beta[32]	beta[33]	beta[34]	beta[35]	beta[36]	beta[37]	beta[38]	beta[39]	beta[40]	beta[41]	beta[42]	beta[43]	beta[44]	beta[45]	beta[46]	beta[47]	beta[48]	beta[49]	beta[50]	beta[51]	beta[52]	beta[53]	beta[54]	beta[55]	beta[56]	beta[57]	beta[58]	beta[59]	beta[60]	beta[61]	beta[62]	beta[63]	beta[64]	beta[65]	beta[66]	beta[67]	beta[68]	beta[69]	beta[70]	beta[71]	beta[72]	beta[73]	beta[74]	beta[75]	beta[76]	beta[77]	beta[78]	beta[79]	beta[80]	beta[81]	beta[82]	beta[83]	beta[84]	beta[85]	beta[86]	beta[87]	beta[88]	beta[89]	beta[90]
-11.544182	11.737314	-5.8991325	2.5393326	-5.6002878	-10.074039	-3.2699491	-10.008417	0.97119483	8.3707713	0.85926276	-2.7656686	4.2212531	-4.0553865	2.0405908	8.308651	3.1141126	-0.54538111	5.8200949	0.079423503	-5.3058631	2.1482845	-5.1254664	-10.221175	-5.0351953	-9.6654311	1.0533843	9.0259013	1.947508	-2.8667814	4.7525448	-3.2237091	2.2175672	9.538769	3.5559916	-0.035255126	6.0459369	-0.26437798	-5.2556756	3.4311527	-5.4154556	-10.434515	-6.3489088	-9.5483318	1.1467873	8.7938371	2.4799149	-2.8849291	4.8926964	-3.0989265	2.4394147	9.8424525	4.0885229	-0.32745857	7.3168138	0.14586618	-5.9113698	2.2911208	-5.2401104	-8.8448388	-3.9082763	-9.0626019	1.1795333	8.8139535	1.9998451	-1.6044022	4.9662757	-3.7653202	3.1591139	10.173313	4.0757542	0.017389651	6.8458014	0.3841384	-6.640065	1.6027716	-6.6776007	-10.6117	-4.7003148	-8.3868596	0.8201328	10.266769	1.402407	-2.9592482	4.264616	-3.7828367	3.0718778	10.792351	4.7803736	-0.020608931	6.6287351	0.66756494
-11.859009	12.321596	-6.3683592	1.9708869	-6.8002153	-10.937118	-3.1572138	-11.805332	0.68084971	8.1541708	1.0434733	-2.5076362	4.2674254	-2.7361162	2.5542801	9.9856154	2.5709561	-0.44641483	6.5733771	0.57946524	-5.5424153	1.5106115	-5.3740073	-10.705066	-4.2212138	-10.864029	1.2264913	9.0238775	1.336065	-2.3809626	5.1714855	-3.2190487	2.6006252	10.21816	2.9721728	0.14417444	6.4497294	1.2108893	-6.3195854	2.9680703	-5.1995631	-10.610528	-5.3612395	-10.482839	1.4055018	8.6619586	2.2057879	-2.2432587	5.1311875	-2.7304058	2.8529455	10.340531	3.9491879	0.17594245	7.8663008	0.90595141	-6.0597603	2.3520989	-5.0932851	-9.884554	-4.235693	-10.428718	1.2937006	8.5397315	1.0566236	-1.3744246	5.1563558	-5.2013536	3.6575375	11.05164	3.3727846	0.51127321	7.581635	0.95423855	-9.0121353	2.270588	-5.6421068	-11.748402	-3.9527691	-9.7034065	1.007907	8.8548084	1.4858272	-3.1481299	4.8049354	-3.7538234	3.7306603	10.830381	4.1536898	0.6614368	7.4517008	1.7634275
-12.153906	12.540167	-6.4652367	1.7015981	-5.5362307	-10.700257	-2.4576081	-9.735331	0.30479772	9.5160132	1.1837986	-2.4010102	3.9126647	-4.676137	1.9945746	9.604541	3.3190987	0.63089844	5.1867305	-0.083862127	-6.366015	2.1656179	-5.1330291	-10.840441	-3.8971832	-9.3217795	0.48914984	9.0489146	1.3551534	-1.8593206	4.5392457	-4.5061411	1.804757	10.401216	3.3361799	0.42792811	6.3347812	-0.18820066	-6.4416077	3.0671425	-5.7939191	-10.579333	-5.8079153	-9.1495524	0.89538814	8.9145808	2.4005486	-2.3605425	4.695321	-3.315824	2.133972	10.847021	4.274778	0.47920055	7.0226115	-0.39680911	-5.9472619	2.6428804	-5.5620207	-9.6842838	-3.4288232	-10.14986	1.6617634	9.6111757	2.1690925	-2.0156268	5.4122809	-4.1515635	2.3673318	11.384231	3.5848148	-0.011104622	6.7791107	0.21572334	-8.5200034	0.63154237	-6.48631	-9.9084155	-4.3296247	-9.5689528	0.89457835	10.393199	1.5200494	-2.8960126	4.8057744	-4.0663064	2.9776052	11.826496	4.5058482	0.72406655	7.6901121	0.95355657
-11.797837	12.195288	-6.5998303	2.349896	-5.8532414	-10.780554	-3.5078341	-10.617614	0.31195359	8.6660525	1.1757369	-2.4977695	3.4080535	-4.7308106	1.9270421	9.925397	2.9132777	0.29004926	5.7418877	-0.47277481	-6.2097042	3.0940201	-5.3503907	-10.648028	-5.4488957	-9.3132233	0.874392	10.295327	1.9363188	-2.6083969	4.2473723	-3.8534827	2.3447091	9.8703224	3.8585159	0.69921541	5.9004568	-0.0026874772	-5.8511376	2.7671212	-5.3630595	-10.768621	-5.2793663	-10.329777	1.0535175	10.03683	2.100142	-2.4042406	4.3286037	-3.039681	2.5809712	10.670612	3.6886108	1.1508842	7.6905592	0.48243912	-6.4507685	2.7212845	-6.1451077	-9.0620203	-2.6029033	-9.8871618	0.23232617	9.9284687	1.617228	-1.7766619	4.0526819	-5.6076831	3.1930962	10.675449	4.5025621	1.0240353	7.7109505	-0.044037579	-7.1050009	1.5707834	-7.0927973	-11.261679	-2.8512842	-11.466216	0.85685389	9.6825472	1.7417096	-1.8816411	4.0210735	-3.5605342	3.1071503	11.740266	4.5201987	0.84429539	7.2264916	0.97687999
-11.9318	12.35099	-6.1038057	1.8457829	-6.4042092	-10.759527	-3.3247964	-9.8596442	0.46309212	9.2297957	1.3424109	-2.1059551	4.3654913	-3.0925417	1.7454988	10.312678	3.1283178	-0.086726306	6.7697171	0.34143738	-6.1385852	2.8759573	-4.2817028	-11.137341	-4.9916234	-10.698599	0.29583027	9.2320257	1.4275697	-2.3913259	4.3637762	-3.9688342	1.9858915	10.919911	3.5298875	-0.052889177	7.6136332	-0.22026235	-5.4057148	3.7230199	-4.9764042	-11.027207	-5.6730016	-9.6882375	0.11394315	9.0951748	2.0141806	-2.5025348	4.7913875	-3.2931457	2.1302171	10.528775	3.5199094	-0.17770187	7.1567022	0.021749413	-5.981417	3.9964463	-6.0589866	-10.215078	-4.8933273	-9.8219353	1.4523883	9.1948485	1.6916734	-2.173992	4.9808286	-4.1223989	2.7134745	11.746922	3.1316172	0.047071621	6.9974006	1.0004245	-7.8714232	3.5079467	-6.3057642	-10.905611	-5.9810839	-8.9872175	0.89492909	9.7234289	1.2487495	-3.0811736	4.8631264	-4.0472531	2.8128677	10.844422	4.2011652	0.0092217587	7.6245441	1.241718
-11.872126	12.520544	-6.037304	3.4408079	-5.4507679	-11.898256	-3.1573214	-11.035349	0.45383131	8.029178	1.4146251	-3.2421285	3.7565362	-4.0646263	1.8072266	9.8788411	3.4655763	-0.63535373	5.9490679	0.40221394	-5.2468737	3.9421378	-5.1171716	-10.795456	-5.3369008	-9.4374282	0.93916228	8.9380949	2.0702082	-3.0524219	4.6370464	-3.9590876	1.9795874	10.095151	3.2534702	-0.07870031	6.2870231	1.0583166	-6.6875991	4.2206899	-4.7161361	-10.286077	-6.772943	-9.9550846	1.3804855	8.8510777	2.1721396	-2.8207175	4.7744758	-3.0580262	2.7676735	11.007827	3.438436	0.49712299	7.4182741	0.58084922	-5.5700742	3.4963418	-5.0387843	-9.5418406	-3.3730966	-9.4856284	1.280125	8.9935908	1.9444233	-2.3743928	4.9773551	-4.2374917	2.732035	10.434883	3.7929357	-0.054286125	7.0964637	0.23342423	-8.3434899	3.0077276	-6.9441797	-11.516732	-3.8303522	-10.687428	1.0060419	9.9971553	2.0465949	-3.6491966	4.509241	-2.9179351	3.1122465	10.978569	3.9054967	0.013577421	6.950802	0.99045565
-11.947714	12.443473	-6.2032441	2.7990453	-6.251142	-11.282722	-3.3527699	-9.7517204	-0.22488588	8.9400394	1.1642305	-2.2388446	3.8001487	-3.6381643	1.9109506	9.2711385	2.8084035	-0.74861938	6.0848871	1.2576421	-6.1245459	3.7023981	-3.8627108	-11.148391	-4.1693409	-9.8686786	0.56360917	8.8147261	0.79843639	-1.7993157	4.5116336	-3.5507754	2.5096234	9.9666761	3.3642248	-0.7711708	6.7583737	0.86807138	-5.8169059	3.7951578	-4.7233508	-10.67075	-4.3929643	-9.0488841	0.67759171	8.9479362	1.7933383	-2.4152068	4.669905	-2.7083583	2.1223678	9.8525504	4.1398137	-0.49694524	6.7104805	0.53447915	-7.0029062	4.5752996	-5.4730998	-9.8734928	-3.977792	-9.5765985	0.98928409	9.5515909	1.3422811	-2.5529153	4.8959891	-4.466534	2.8045278	11.229848	3.0777735	-0.58319759	7.0334632	0.91785036	-7.9115786	2.8294804	-6.0957099	-11.429056	-4.9699721	-8.3310157	1.656252	10.275311	0.69867659	-3.4380491	4.8534987	-4.5119198	2.8252691	10.847477	3.6895071	-0.46738264	7.4139322	1.276437
-12.12868	12.37029	-6.0266351	2.4777135	-5.7568115	-10.970023	-2.50974	-11.022026	0.56375095	8.341303	0.39525846	-3.5757308	3.9097179	-2.5478488	1.9127149	9.1426917	2.8994458	-0.57234813	5.6966543	-0.18252353	-4.8635062	2.9429888	-4.9174164	-10.818194	-3.4952512	-10.212646	0.75223057	9.2328966	0.95855826	-3.1690623	4.171961	-3.2937024	2.2656132	10.142297	3.0411547	0.32312849	6.4437848	-0.12006959	-5.7977064	2.8604399	-4.2650767	-10.849787	-5.4101634	-10.178669	1.1943428	9.1977631	1.1011244	-3.1426414	4.5130711	-4.2880019	2.9397129	10.564403	3.4853816	0.78051685	7.3546948	-0.059374875	-5.0433424	3.9290695	-5.1158042	-10.515099	-3.9128751	-9.8459663	1.5284987	9.386649	0.49168045	-2.1551701	4.4902861	-3.9367763	3.1798519	10.725105	3.5241224	0.43290988	7.7754177	-0.09207451	-6.7326498	2.348699	-5.4863611	-10.118107	-2.6348903	-9.8354211	0.32951331	9.8972843	0.72686876	-2.2512551	3.9717413	-2.8456429	3.414849	10.679033	3.7004113	0.51163693	7.2196467	0.69780415
-11.943794	12.353998	-6.1447396	1.3549872	-6.6405138	-11.43993	-3.8466611	-10.057742	0.023102843	8.6832627	0.58287599	-2.1549805	3.8727673	-3.889735	2.1301684	10.285885	2.3292974	-0.015231391	5.9054012	0.7497338	-5.2049149	2.1412563	-4.3532329	-11.149846	-4.0344472	-9.6574579	0.49837166	8.4404543	1.0830386	-1.6911641	4.3752465	-3.0834613	2.3276799	10.320755	2.7325343	-0.043952181	7.1142271	0.35403261	-4.8767462	2.1787205	-4.8289793	-9.8586375	-4.3536192	-9.4112983	1.2309801	8.9998566	1.6055869	-2.2333141	4.5157513	-2.3962202	2.7708058	10.954534	3.2727337	0.15913688	6.8296903	0.36203008	-5.4828733	2.4499529	-6.0499483	-9.4295765	-3.5629397	-9.5334452	1.396671	9.3800183	1.5442068	-2.3488499	4.6019362	-3.057123	3.0290226	11.194399	2.615058	-0.22949481	7.2439712	0.79798757	-8.7851003	1.9568477	-6.76118	-11.651361	-3.9557028	-9.5988582	1.4105393	9.8310599	0.86580853	-3.0307037	4.8270772	-2.970947	3.2897351	11.515319	3.5479506	0.040999451	6.5948162	1.4966495
-12.122691	12.554376	-5.7332999	1.9320391	-6.3866701	-10.060365	-2.5460677	-9.9181032	0.51840133	8.2416953	0.69831412	-2.881224	3.728133	-1.6851941	2.1923621	9.2131775	3.3853253	-0.94397578	5.6304461	0.33850654	-5.619269	1.776915	-5.9557016	-10.40841	-5.9873107	-9.9520494	0.57894269	9.19754	0.95110438	-3.0888288	4.7837932	-3.146358	2.3368682	10.121144	3.1829407	-0.21250036	5.7696754	0.42386924	-5.8395924	2.9629252	-5.692019	-11.058495	-5.1313762	-9.7806182	1.0799564	8.8927418	1.7010692	-2.9220252	5.2110036	-2.8241203	2.8081785	10.434634	3.4334233	0.27012211	7.5093832	0.91116828	-6.466539	2.2998053	-5.7819142	-9.4051107	-2.5481995	-9.413322	1.4895356	8.8804982	1.4877688	-2.2865758	5.0160067	-4.1389895	3.0125015	11.02609	3.886021	0.21032261	7.272602	0.68897882	-7.1369836	1.9931317	-7.3039205	-10.574251	-2.5565301	-9.2883278	0.91481791	9.0633373	1.0858259	-2.5976602	4.7343138	-3.0661053	3.0583539	11.192535	4.1603797	0.28606347	7.9913669	0.37194757
-11.948065	12.32652	-5.9020685	2.6047406	-5.5419785	-10.576415	-3.9477808	-10.924242	0.39042708	8.3793648	1.1215738	-3.1428105	4.3340386	-3.2634841	2.1881171	10.029199	3.5313695	-0.054439639	5.27326	1.0835759	-5.7912695	2.6131252	-5.3350276	-9.5967882	-5.9583737	-9.7153082	0.63618061	8.9114216	1.5309053	-2.5558774	4.7756522	-2.7038703	2.3463169	9.6633549	4.0220205	-0.97276337	6.5576757	1.0279565	-5.5900049	2.6358524	-4.8724398	-10.328732	-5.4436652	-8.9064819	1.4507896	7.9911001	2.023814	-2.8483493	4.6172807	-2.9527576	2.4251771	10.595015	4.2293127	0.059570553	7.3043611	0.70498451	-5.0558512	2.8800764	-5.9023116	-9.8542923	-2.4014238	-10.069424	1.0796176	9.6224873	2.0086604	-2.52943	5.1515652	-4.3747553	2.8639845	10.688921	3.2157173	-0.14004977	7.7216716	-0.26510847	-7.5119785	1.3888104	-6.8316174	-10.74669	-4.3506997	-10.058164	1.5034088	9.3053222	0.42474806	-3.3666429	4.8646042	-3.0848969	3.0545891	10.403402	4.0466383	0.22579202	7.3251856	0.63553008
-12.190742	12.452512	-6.3684098	1.4193928	-5.1003266	-11.173734	-1.776973	-11.012351	0.26297929	8.401432	0.98100948	-2.6542836	3.2898492	-3.8939082	1.8098825	9.4884105	3.4732681	-0.33397098	6.2044497	0.32845901	-5.6824196	2.4938909	-3.9863684	-10.701195	-3.6727135	-10.06244	0.60811526	8.9284048	1.4558344	-1.8884464	4.4770707	-4.2122879	2.5410524	10.299125	2.9331808	0.1385182	6.0648051	0.012105321	-5.2903502	3.0203409	-4.0612277	-10.677935	-5.2218867	-10.205993	0.70830504	8.8916135	1.4920767	-2.5136562	4.6820474	-3.1372036	2.7055984	10.515055	3.618375	0.43300526	6.7730776	0.12593976	-5.8886433	3.8857382	-5.7194356	-9.3236059	-4.1016308	-9.4686954	1.2215591	8.9802368	1.3122146	-2.2798356	4.8831816	-4.4142019	2.9175814	11.059324	4.6193239	0.59388819	7.0722194	0.85637567	-9.135697	2.3755506	-6.2283651	-11.364107	-3.233257	-9.4268938	0.40603742	9.8141504	1.5383825	-3.6637907	3.3214209	-3.4605548	3.0321297	10.972645	4.7468187	0.28060384	7.0767223	1.7940209
-11.72036	12.099821	-6.2802657	2.8791096	-5.2848922	-10.876822	-2.8185182	-10.470731	0.2925182	8.8593511	0.50382099	-2.8374462	3.7994642	-3.4047809	2.393131	9.9538095	3.0351468	-0.75222562	4.6643407	0.062878682	-5.790259	2.6108262	-4.5015388	-10.248105	-5.4763048	-9.4328093	0.69269202	9.2282001	1.4836262	-2.358848	4.3845995	-2.5039444	2.7840773	10.228566	3.0347809	-0.6821974	6.1904986	1.0934301	-5.5250162	2.9046254	-4.5749223	-10.372374	-5.1618723	-9.0283441	1.1292518	9.1941551	1.8038522	-2.2688075	4.4354811	-2.0648224	2.7214224	10.558138	4.2289942	0.14220686	7.0190661	0.16838066	-5.6141856	2.1468641	-5.374692	-8.8998977	-3.0585952	-10.210173	0.82735624	9.8532135	1.6663799	-2.6695111	4.6474758	-3.3704804	3.0106061	10.800076	3.0250972	-0.067838268	6.7638712	0.3556673	-7.8547572	0.78344321	-6.3946036	-9.8256986	-4.8678645	-9.2935957	1.2321511	8.8523542	0.83410439	-3.1686185	4.1358847	-3.5328136	3.2916546	10.877384	4.0323232	0.17031312	7.2743199	-0.1418084
-11.650638	11.949229	-5.8002274	1.6635993	-5.6040997	-10.737019	-3.2133232	-9.8239322	0.33400727	8.6464459	0.4357462	-2.9375385	3.5423163	-2.693252	2.2204119	10.310855	3.1939331	-0.59518433	5.4415228	-0.11354121	-6.0425706	2.2670701	-4.2483333	-10.067104	-6.2564873	-10.068221	0.85188165	9.5150781	0.8063219	-3.5745958	4.824728	-3.1504258	2.4507874	10.448947	3.7567496	-0.055093201	5.9444442	-0.37188367	-5.6563382	2.7175721	-5.3655639	-9.9436361	-5.3382339	-8.7493723	0.97590646	8.9955322	2.2562404	-2.6053649	4.9030571	-2.2119331	2.9398988	10.422423	3.7198251	-0.36425515	6.3772875	0.16829477	-5.0733063	1.7158249	-5.6075768	-9.5017676	-4.2010951	-8.1596384	1.1977345	9.6381566	1.6700931	-2.1402509	5.0995635	-3.9262793	3.187283	11.705138	3.594746	-0.27835088	6.8431138	-0.15854939	-7.5192371	0.76388118	-6.6413091	-9.4691657	-4.6757763	-8.1891177	0.20379731	9.9845004	1.8476396	-2.3799701	4.5227595	-3.4104179	3.170742	11.068825	3.72858	-0.14940006	6.9748922	0.020585255
-11.683538	11.914944	-5.4432098	2.0130086	-5.4148373	-10.310301	-3.301861	-8.6823264	0.81734293	9.4358681	1.189375	-2.8370039	4.4009422	-3.4304698	2.1682894	9.3256532	2.5306948	-0.37622996	5.5213393	-0.25094013	-5.3617215	2.0481714	-5.1871161	-11.301203	-4.275518	-8.0210196	1.3918544	8.9433349	1.9280481	-2.420454	4.3413511	-2.7136788	2.3104068	10.304214	2.7249163	-0.53667895	6.6693848	-0.11746601	-5.50508	2.5217821	-5.0199302	-10.37411	-6.5893718	-8.6991983	1.0427737	9.226141	1.4466562	-3.2939303	4.6637682	-2.8177016	2.7278271	10.85384	3.0850738	-0.057766135	7.2857369	-0.30233625	-5.8301147	2.9660936	-5.0572141	-8.1710026	-3.521504	-9.3412022	1.605651	9.4508153	1.7250825	-2.427564	4.8083446	-3.3069541	3.1083922	10.498985	3.0961801	-0.60551247	6.7779638	-0.19660334	-7.7578091	1.5778931	-6.5239914	-11.401413	-5.4137341	-9.2866427	1.5330849	9.2628979	1.5721367	-4.353103	4.1350858	-2.9041449	3.7643283	11.225762	3.6529393	-0.42716223	7.2291854	0.25851654
-12.098016	12.465058	-6.0217068	1.1088039	-6.7710398	-11.523658	-1.2195717	-11.175005	0.33369617	8.4257696	0.43768791	-3.3703801	4.2466605	-2.8033328	2.3051142	9.3758397	2.4615231	-0.65946993	6.148553	0.59651385	-4.8272286	2.1623146	-5.2483258	-10.966614	-3.3931841	-11.012313	0.33226265	8.5988712	1.204131	-3.3980621	4.7531267	-3.7447865	2.5335452	9.9131029	2.8349083	-0.50774429	6.2087926	0.15360606	-5.3404559	1.9237168	-5.2991981	-10.340035	-4.3262832	-9.4609799	0.53385433	8.6318448	1.5580641	-1.8561986	5.0004352	-3.2969814	2.804816	10.330991	3.3305947	-0.13427996	7.6849802	0.25189022	-5.9863768	3.4188581	-5.7527874	-10.097506	-1.3101593	-8.4342929	1.0282637	8.9190112	1.8719417	-1.5024656	5.6427904	-3.8561286	3.3894561	10.966736	3.6568716	-0.091613802	7.6453267	0.33481557	-8.3538827	1.6584256	-6.401152	-10.896727	-4.0943444	-9.1696174	1.2784502	10.186041	1.6669231	-2.5482781	4.5274359	-3.8646777	3.4649896	11.096922	3.624149	-0.080453902	8.3204983	0.2533832
-11.715101	11.915272	-6.6994764	2.2839213	-5.6680844	-10.554928	-2.4905565	-8.9865147	0.59419254	9.2807209	1.1883917	-2.3543839	4.3094933	-3.4609569	2.1352504	9.4365245	3.086609	-0.58255901	6.3966506	-0.52061552	-5.711055	2.6425334	-5.0984678	-10.703406	-3.3395253	-9.4414738	1.0253195	9.5050965	2.2107288	-2.5534242	4.7440862	-3.493837	2.7310669	9.7747205	3.3149467	-0.43468916	6.8959823	-0.095485036	-5.9688453	2.6139173	-4.8658264	-10.609064	-4.9927516	-9.1754057	0.92728443	9.1443996	1.8477754	-2.9885855	4.7276018	-3.0988202	2.8117228	10.808291	3.1386441	-0.27961751	7.3434338	-0.0093061623	-5.5154273	2.8585989	-5.8289288	-8.4094218	-3.7588634	-9.228821	0.68741092	9.7090858	2.2287302	-2.2204953	4.8454431	-5.5475381	3.2420837	10.456062	3.4633543	-0.13178814	6.1840883	-0.048935562	-6.9785617	1.2079861	-6.5270687	-10.888699	-4.7702139	-9.1752437	1.2347403	9.6919896	1.9947007	-3.8413095	3.8250218	-4.8914575	3.3617209	11.026782	3.9134876	-0.69919792	7.7489598	0.040081072
-11.754493	12.20005	-5.9085176	2.4817756	-5.8123535	-10.219658	-2.7504877	-9.9503425	0.69811423	8.512765	1.4867921	-3.4255291	3.9303887	-4.0359733	2.4377396	9.3115263	2.6665987	-0.03981837	5.8596428	-0.11346843	-5.507039	2.1450165	-5.3054346	-10.812575	-5.3612404	-9.2758601	0.99646072	9.0016797	1.4906837	-2.3773545	4.781556	-3.5463553	2.1965329	10.369929	3.0266216	-0.26746912	6.2753967	0.62884612	-5.6799569	3.4866622	-5.6807533	-9.9167074	-5.2607039	-8.8999593	0.87275989	9.0265787	2.0636165	-2.7358108	4.54273	-3.1669153	2.6502951	10.355079	3.9758438	0.25039887	6.8345523	0.042623761	-5.6468156	2.2956547	-5.4595873	-9.496013	-3.750827	-9.0550629	1.12437	9.7398648	1.6141555	-2.632163	5.0366911	-4.3169784	2.8568338	11.186097	3.4657902	-0.6381384	7.8006488	0.17484214	-7.173923	1.7216552	-6.8085182	-10.104918	-5.3748499	-10.328918	0.1913448	9.234976	1.4402507	-2.8355505	4.7471154	-2.652752	3.176808	12.09284	4.0960878	0.099567281	7.4010074	0.42949195
-11.766763	12.024634	-6.270809	2.0595118	-5.2674504	-9.5012725	-3.1574964	-11.563779	0.62252108	7.7130371	0.38306644	-2.2099396	3.7406561	-3.0496535	2.7292357	8.8899054	2.9358188	0.012301487	5.6729959	0.63920991	-5.4964871	2.5599404	-4.7001628	-10.732753	-4.3958962	-11.443322	1.33104	8.5283767	0.84880644	-1.9233734	4.9723331	-3.3583117	2.9228174	9.5723762	3.1839996	0.62675798	6.309479	0.99509394	-5.9414051	2.8203854	-4.3284996	-10.120021	-4.7036448	-9.633484	0.98227741	8.9984427	1.3833392	-1.9021412	4.5929597	-3.5138718	3.1919936	9.3607255	3.781313	0.65741214	7.1352762	-0.053441005	-6.4650817	2.9685541	-4.886619	-9.3361173	-3.5783382	-10.614044	1.1330724	8.9462296	1.6669024	-2.3293666	5.3361991	-4.5675575	3.8792604	10.569479	3.0874645	0.23046899	6.7981071	0.23984757	-8.2776714	1.7774875	-6.5470841	-10.559186	-2.6790969	-9.7130451	0.97153755	10.361956	1.0762482	-3.7759759	4.627235	-3.2620584	3.4619962	10.352648	4.0514289	0.71215012	6.8695464	0.58723335
-11.697826	12.156173	-6.0255132	2.6453991	-5.8946354	-10.150389	-2.4548586	-10.028768	1.1498037	8.8973674	0.49945399	-3.2944318	3.7594194	-4.1451566	2.6325487	9.4430727	3.0751579	-0.74677897	5.704443	-0.52188774	-5.7023407	2.1722579	-4.9835348	-10.895962	-4.5236305	-9.6343839	1.2669581	8.9844711	1.2024429	-3.2443447	4.8832677	-3.4883886	2.660129	10.438609	3.5463636	-0.55819586	6.475946	0.17336375	-5.658137	2.7992475	-5.7680766	-11.008331	-5.1104267	-9.0651914	1.4624716	8.9500697	1.5114218	-2.8110948	5.2307549	-3.1682636	2.8556565	10.272507	3.725235	-0.22482721	7.551735	-0.1129466	-5.8786174	2.3224444	-6.3853846	-8.9584039	-3.4817069	-9.4068152	1.6044079	9.450519	1.2455836	-2.3747489	5.4510846	-4.3196802	3.5549232	11.759643	3.1368813	-0.96294349	6.9237334	0.41655112	-7.0449923	1.6358784	-5.6834819	-10.151658	-4.9342082	-9.8616993	0.96311769	9.5238792	1.1532373	-2.5300352	4.6264002	-3.0313223	3.9964815	11.420529	3.4299643	-0.25133934	7.313139	0.57956097
-11.764922	12.024011	-5.5231985	2.2538482	-5.4301605	-11.045336	-3.3855894	-10.89978	0.073153611	8.5535378	1.4463346	-2.7434727	4.7461439	-3.1242655	1.8234333	9.513681	3.0834686	-0.34443715	6.0729879	0.41554263	-4.6777169	2.716802	-5.2560441	-10.894078	-3.9749148	-9.4410941	0.74997782	9.4049696	1.2577542	-2.5884008	5.3076306	-3.6940042	1.9858149	10.0733	3.1601558	-0.3881908	6.658679	0.20971609	-5.7665879	3.1057124	-4.9956841	-10.114132	-5.4219571	-9.4249467	0.86435055	9.1934072	1.8598532	-3.5563945	4.926737	-2.9558277	2.7674137	11.504543	3.3515842	-0.09828145	6.5258955	0.46713333	-5.3864607	3.1599359	-6.2472928	-9.2266159	-3.7118955	-9.920194	1.3924528	9.4513212	1.9538707	-2.4504238	5.0489561	-4.02827	2.6909084	10.703921	3.3606454	-0.10588136	6.7958004	0.48790801	-6.6983029	1.5630418	-7.0543731	-11.601278	-3.3439507	-10.836876	1.5949248	9.6969538	0.99021724	-3.6491769	4.3437486	-3.0557755	3.0580805	11.179289	3.7285269	-0.47321444	7.1702597	1.0901529
-12.002823	12.481948	-6.4060993	1.2177484	-6.2035872	-10.934716	-4.5233752	-10.909015	0.5374458	8.3511197	0.88063027	-2.2529645	4.090434	-2.3351953	1.8189237	10.284491	3.0249034	-0.38855524	5.710447	1.1780417	-6.0897227	1.7382582	-5.2783308	-11.645088	-4.322365	-10.903392	0.98879471	9.5344926	1.4116039	-2.0111816	5.0019013	-2.9446982	2.304493	10.785426	3.0753346	-0.30795254	6.6898688	0.45533669	-5.4294791	2.8724469	-5.088985	-10.378372	-4.9338298	-10.324302	1.0729242	9.5911455	1.9541329	-2.3463253	5.1218668	-2.5953291	2.7880786	11.14905	3.3570887	0.52737154	7.7779159	0.68244044	-5.7460825	3.031852	-6.0825484	-9.7072105	-4.0727546	-10.471129	1.3918417	9.2137961	0.91182905	-2.3288074	5.4544491	-3.5748077	2.3849712	11.233351	3.8886698	-0.053668775	7.7076256	0.64713426	-9.2522459	2.1359195	-7.5685813	-11.473255	-3.7013221	-10.134744	0.72806431	9.7274161	0.98759592	-2.9258934	5.3504863	-3.3853482	2.9471119	11.670216	4.6573355	0.57097829	7.2002182	1.2162418
-12.096711	12.482812	-6.4012963	1.5949922	-6.7469135	-11.516773	-2.2369638	-11.128423	0.6762685	9.216578	0.90391819	-2.6637429	3.9939735	-4.1414425	2.5999361	9.5233541	2.4690558	-0.26345577	7.0015187	0.22753982	-5.5270811	2.8309624	-5.6328197	-10.667928	-4.8959074	-9.4859632	1.0043204	9.0990826	1.4840528	-2.4967434	4.2965459	-3.9231486	2.6409585	10.254183	3.3740845	-0.13487099	7.043938	0.90562433	-5.5303805	3.0523368	-4.9349014	-10.992516	-5.8127076	-8.9399156	1.0602976	9.3082701	1.5145151	-1.9475859	4.7042097	-3.592955	2.4976748	10.476183	3.7731671	-0.26374284	6.7100494	0.70552156	-6.0181446	2.9696701	-5.2390709	-9.628137	-3.4251277	-9.479565	0.95285392	9.5086126	1.6720844	-1.8296749	4.8199366	-4.6049004	3.3866732	11.203534	3.26982	0.46345612	6.8336937	0.73228568	-7.7079381	2.5891426	-6.4271581	-10.594364	-4.77213	-8.9128441	0.88457582	10.368226	0.92794586	-4.3232552	4.5579041	-3.5677914	3.4780251	10.590758	3.6693694	0.28048075	7.1862693	1.1198492
